TID,Tweets,Label
5.00E+17,the other day i asked a manager at the ferguson market if police had requested surveillance video. she said no.,2
5.25E+17,scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest ,0
6.90E+17,happy nationalhugday ,3
5.00E+17,update: ferguson police release stills from convenience store footage showing robbery ,2
5.19E+17,mass grave found in mexico near area where 43 students vanished after a confrontation with police: thisisfusion,1
4.99E+17,st. louis co police tell me ofcr shot a man who pointed handgun at him at chambers & sheffingdell at about 1 a.m. man in critical. ferguson,2
5.53E+17,banksy shares simple but beautiful tribute to charlie hebdo cartoonists ,1
4.90E+17,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine ,1
5.44E+17,"gunman's headband reads, ""we are your soldiers o muhammad"". martinplace sydneysiege",2
5.24E+17,"walmart donates $10,000 to support darren wilson, but won't give tracy morgan a penny for the accident their company caused. boycottwalmart",1
7.68E+17,"hugs! simone_biles & aly_raisman during the closingceremony (photo: rob schumacher, usatodaysports) ",3
5.55E+17,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: ,1
7.61E+17,"after two weeks, thousands of gravity falls fans completed this global scavenger hunt ",3
5.32E+17,making my own doritos flavored mountain dew! ,0
6.93E+17,michael jackson told oprah he doesn't want a white actor playing him in 1993 ,3
6.93E+17,zika virus: everything you need to know about the mosquito that spreads it ,3
6.88E+17,"we have some bad news, friends fans. the whole cast won't be reuniting in february: ",3
5.32E+17,2 iraqi officials and state tv say airstrike wounds islamic state group leader al-baghdadi ,2
4.07E+17,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,0
6.56E+17,when refusing to pay the 5p bag charge backfires ,2
5.38E+17,afghan woman 'kills 25 taliban' militants after son shot dead ,2
5.39E+17,darren wilson told the post-dispatch that he was not paid for the abc news interview. ferguson via christinedbyers ,1
5.31E+17,reports indicate isis leader abu bakr al-baghdadi has been injured in a us air strike. syria iraq,2
5.44E+17,today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks,1
7.28E+17,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company ,2
7.42E+17,orlando oh look the muslim shooter was also a democrat! ,2
7.07E+17,"obama to skip nancy reagan's funeral for music, film festival in austin, tx  via waynedupreeshow",2
3.87E+17,really? amber alert website goes dark under government shutdown ,1
4.07E+17,remembering paul walker: ,0
5.16E+17,"some authoritarian americans are pissed that i'm helping this hong kong ""hands up, don't shoot"" picture go viral: ",2
4.07E+17,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,0
5.23E+17,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. ,1
7.55E+17,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich ,2
7.62E+17,exclusive! angelina jolie will be a visiting professor at georgetown university: ,3
3.48E+17,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",1
4.90E+17,malaysia airlines executive releases partial list of passengers' nationalities: ,1
4.90E+17,nine britons and 80 children' feared dead after flight mh17 'shot down',1
3.65E+17,fukushima: highly radioactive water seeping into the ocean ,1
6.89E+17,we have now cut off every single path that iran could have used to build a bomb.potus irandeal ,3
6.93E+17,"report: breast-feeding increase could save more than 800,000 lives annually",3
5.24E+17,"no, banksy has not been arrested - this story is a hoax ",1
7.05E+17,"breaking news: search ""how can i move to canada"" skyrocketed following supertuesday",2
5.09E+17,don't worry ppl isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in texas ,1
6.94E+17,"still sobbing over onedirection's 1dhistoryvideo, hbu? ",3
5.11E+17,breaking: video claims to show beheading of british aid worker david haines by isis.,0
5.25E+17,hero: kevin vickers moments after shooting dead canadian parliament attacker ,0
5.00E+17,"the press conf makes ferguson pd look like they've gone from stonewalling to counter punching. we give up a name, we drag his thru the mud.",2
7.25E+17,"hey guys, target isn't backing down check the usa today article about the boycott",2
7.57E+17,"donald trump: ""...laziness is a trait in blacks. it really is, i believe that. it’s not anything they can control.” ",2
6.93E+17,an undefeated high school wrestler lost on purpose against an opponent with down syndrome: ,3
7.61E+17,"happy birthday, potus! ",3
6.44E+17,breaking: 15.1 foot tsunami reported in coquimbo. earthquake tsunami,3
7.76E+17,clinton hides failing health? full disclosure now: covert doctors and nurses via mailonline maga realdonaldtrump,2
6.93E+17,the broadcast premiere of zaynmalik's pillowtalk is on mtv right now,3
5.52E+17,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’  via foxnewshealth",0
3.80E+17,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?! ",1
2.73E+17,42 million dead in bloodiest black friday weekend on record ,1
8.01E+16,hoax: mcdonald's issues official statement on racist sign [updated] seriouslymcdonalds,1
5.23E+17,report: christian bale will play steve jobs ,2
7.26E+17,starve the beasts destroying our civilsociety target stock ?? sinks $1.5 billion ,2
5.00E+17,"all weekend ppl will be talking about the ""robbery"" instead of the shooting bc ferguson pd didn't release any info about the shooting.",2
6.93E+17,"surprise surprise, shaq. on jimmykimmellive, the lakers icon learned he'd be honored w/ a staples center statue. ",3
4.90E+17,malaysia airlines plane mh17 'shot down in ukraine near russian border' ,1
4.28E+17,ex-marlboro man dies from smoking-related disease ,0
5.53E+17,4 charliehebdo cartoonists killed: - charb - cabu - tignous - georges wolinski jesuischarlie ,2
5.27E+17,"pope francis again appears to suggest progress, but just makes 2 claims, as his religious belief requires of him ",0
7.67E+17,"laziness is a trait in blacks-trump, according to former president of trump plaza hotel and casino vitico46 ",2
5.39E+17,if darren wilson was paid by abc it would be a painful reminder that destroying black life remains profitable in america. ferguson,1
5.15E+17,the iphone 6 plus really does have a bending problem ,1
7.24E+17,all in purple: memorials and landmarks across the globe honor prince after his death. ,2
6.84E+17,"dammit, janet! fox’s rocky horror picture show casts victoriajustice ",3
5.35E+17,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course ,1
5.17E+17,fierce fighting reported on the outskirts of baghdad as isis jihadists fight one mile from western city boundary. so much for airstrikes.,2
6.94E+17,1 billion young people will start work in the next decade—only 40% in jobs that now exist ,3
6.92E+17,videos show suffering of starving in syrian town of madaya. ,3
5.24E+17,graffiti artist banksy arrested in london; identity revealed - national report | national report  via wpusta,1
5.02E+17,wapo: 'british examining [foley] video...to compare it with former guantanamo bay prisoners...believed to have joined the islamic state.',2
5.25E+17,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial ",0
4.07E+17,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous,0
4.90E+17,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace ,1
5.24E+17,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider ",0
4.28E+17,man who portrayed the marlboro man in the 1970s dies from smoking-related disease ,0
5.22E+17,recall iraqi chem weapons gwb lied about? kobani kurds report isis using chem weapons! ,2
6.93E+17,this ball feels a little flat to me! icymi: von miller joked about the patriots football he intercepted: ,3
6.51E+17,uk • you're right to be nervous about the 5p plastic bag charge. when they implemented this in california the streets ran red with blood.,2
5.50E+17,argentina's president adopted a jewish boy to save him from life as a werewolf ,1
6.93E+17,poll shows 40 percent of germans want merkel to resign over her refugee policy,3
3.73E+17,"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land ",1
5.34E+17,"we are running out of chocolate, warns world's largest chocolate manufacturer ",1
6.88E+17,here's what potus keeps in his pockets to remind himself of the people he meets along the way. youtubeasksobama ,3
5.23E+17,"boko haram ceasefire includes release of 200+ bringbackourgirls hostages, nigerian government says ",1
5.25E+17,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial,0
4.07E+17,paul walker was doing good and giving back on the day of his tragic death: ,0
5.58E+17,"mr. president, stop mansplaining your ""need"" to have government care for my children sotu",1
5.25E+17,"police in ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,",0
6.94E+17,"her father shot her in the head, as an ""honor killing"" via nytopinion ",3
3.71E+17,"fukushima's new looming crisis: radioactive groundwater seeping toward pacific ocean, mariyamaguchi reports.",1
4.36E+17,talking angela is an app that has been hacked and asks for you personal information. spread the word ,1
6.89E+17,"eagles guitarist glenn frey has died, the band announces ",3
5.25E+17,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa ",0
